primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year
uncle sam,1998,"""I Don't Ever Want to See You Again""","""uncle sam""",TRUE,1,Stonecreek/Epic,1997-04-29
montell jordan,1998,"""Let's Ride""","[""montell jordan"",""master p"",""silkk the shocker""]",FALSE,4,RAL (Rush Associated Label),1995-01-01
marcy playground,1998,"""Sex and Candy""","""marcy playground""",TRUE,1,Mighty Slim,1997-02-25
robyn,1998,"""Show Me Love""","""robyn""",FALSE,2,Atlantic Records,1993-06-15
boyz ii men,1998,"""A Song for Mama""","""boyz ii men""",FALSE,13,Rhino/Warner Records,1996-11-19
mase,1998,"""What You Want""","[""mase"",""total""]",TRUE,3,Bad Boy Records,1996-08-27
madonna,1998,"""Frozen""","""madonna""",FALSE,36,Sire/Warner Records,1990
wyclef jean,1998,"""Gone till November""","""wyclef jean""",TRUE,2,Legacy Recordings,1997-01-01
lsg,1998,"""My Body""","""lsg""",TRUE,1,EastWest,1997-10-31
chumbawamba,1998,"""Tubthumping""","""chumbawamba""",FALSE,2,EMI,1997-09-01
lord tariq,1998,"""Deja Vu (Uptown Baby)""","[""lord tariq"",""peter gunz""]",TRUE,1,Columbia,1998-06-02
nsync,1998,"""I Want You Back""","""nsync""",TRUE,8,Northwestside Records,1997
five,1998,"""When the Lights Go Out""","""five""",TRUE,1,RCA Records Label,1998-06-09
jon b.,1998,"""They Don't Know""","""jon b.""",FALSE,2,Yab Yum Records/550 Music,1997-09-16
master p,1998,"""Make 'Em Say Uhh!""","[""master p"",""fiend"",""silkk the shocker"",""mia"",""and mystikal""]",TRUE,2,Priority Records,1996
nicole,1998,"""Make It Hot""","[""nicole"",""missy elliott"",""mocha""]",TRUE,1,EastWest,1998-08-14
all saints,1998,"""Never Ever""","""all saints""",TRUE,1,Rounder,1992-08-25
janet,1998,"""I Get Lonely""","[""janet"",""blackstreet""]",FALSE,2,Virgin Records,1997-10-07
mase,1998,"""Feel So Good""","""mase""",FALSE,3,Bad Boy Records,1997
voices of theory,1998,"""Say It""","""voices of theory""",TRUE,1,H.O.L.A.,1998
billie myers,1998,"""Kiss the Rain""","""billie myers""",TRUE,1,Universal Records,1997-01-01
puff daddy,1998,"""Come with Me""","[""puff daddy"",""jimmy page""]",FALSE,6,Bad Boy Records,1994-09-13
sylk-e. fyne,1998,"""Romeo and Juliet""","[""sylk-e. fyne"",""chill""]",TRUE,1,Ruffhouse/Columbia,1998-08-25
mýa,1998,"""It's All About Me""","[""mýa"",""sisqo""]",TRUE,4,Interscope,1998-01-01
hanson,1998,"""I Will Come to You""","""hanson""",FALSE,2,Rhino/Warner Records,1977-02-04
barenaked ladies,1998,"""One Week""","""barenaked ladies""",TRUE,1,Sire/Warner Records,1992-07-28
k. p.,1998,"""Swing My Way""","[""k. p."",""envyi""]",TRUE,1,UNI/MOTOWN,1994-01-01
xscape,1998,"""The Arms of the One Who Loves You""","""xscape""",FALSE,4,A&M,1989-09-19
somethin' for the people,1998,"""My Love Is the Shhh!""","[""somethin' for the people"",""trina"",""tamara""]",FALSE,2,Warner Records,1997-09-12
tatyana ali,1998,"""Daydreamin'""","""tatyana ali""",TRUE,1,MJJ/Epic,1998-10-23
dru hill,1998,"""We're Not Making Love No More""","""dru hill""",FALSE,5,Island Records,1996-11-19
third eye blind,1998,"""Semi-Charmed Life""","""third eye blind""",FALSE,5,Rhino/Elektra,1997-04-08
lisa loeb,1998,"""I Do""","""lisa loeb""",FALSE,2,Geffen,1995-01-01
mase,1998,"""Lookin' at Me""","[""mase"",""puff daddy""]",FALSE,3,Bad Boy Records,1997
leann rimes,1998,"""Looking Through Your Eyes""","""leann rimes""",FALSE,5,Curb Records,1998-05-05
divine,1998,"""Lately""","""divine""",TRUE,2,Big Eye Music,2009-01-01
backstreet boys,1998,"""Quit Playing Games (With My Heart)""","""backstreet boys""",FALSE,7,Jive,1996
next,1998,"""I Still Love You""","""next""",FALSE,5,Arista/Legacy,1997-03-01
inoj,1998,"""Time After Time""","""inoj""",TRUE,2,So So Def,1998-01-01
jimmy ray,1998,"""Are You Jimmy Ray?""","""jimmy ray""",TRUE,1,Music and Arts Programs of America,1954-02-08
ace of base,1998,"""Cruel Summer""","""ace of base""",FALSE,6,London Records (Because Ltd),1984-01-01
master p,1998,"""I Got the Hook Up""","[""master p"",""sons of funk""]",FALSE,2,Priority Records,2005-01-01
puff daddy,1998,"""Victory""","[""puff daddy"",""the family"",""the notorious b.i.g."",""busta rhymes""]",FALSE,6,"Tommy Boy Music, LLC",1995
spice girls,1998,"""Too Much""","""spice girls""",FALSE,5,Virgin Records,1997-01-01
pras michel,1998,"""Ghetto Supastar (That Is What You Are)""","[""pras michel"",""ol' dirty bastard"",""mýa""]",TRUE,1,Interscope,1998-01-01
dru hill,1998,"""How Deep Is Your Love""","[""dru hill"",""redman""]",FALSE,5,Island Records,1996-11-19
kelly price,1998,"""Friend of Mine""","""kelly price""",TRUE,1,Def Jam Recordings,1998-01-01
busta rhymes,1998,"""Turn It Up (Remix)/Fire It Up""","""busta rhymes""",FALSE,7,Elektra Records,1998-05-26
edwin mccain,1998,"""I'll Be""","""edwin mccain""",TRUE,1,Rhino Atlantic,1997
madonna,1998,"""Ray of Light""","""madonna""",FALSE,36,Warner Records/Maverick,1998-03-03
sister hazel,1998,"""All for You""","""sister hazel""",FALSE,2,Universal Records,1997-01-01
monifah,1998,"""Touch It""","""monifah""",TRUE,1,Def Jam Recordings,1996-01-01
the lox,1998,"""Money, Power & Respect""","[""the lox"",""dmx"",""lil' kim""]",TRUE,1,Bad Boy Records,1998-01-13
the verve,1998,"""Bitter Sweet Symphony""","""the verve""",TRUE,1,UMC (Universal Music Catalogue),1997-09-29
busta rhymes,1998,"""Dangerous""","""busta rhymes""",FALSE,7,Rhino/Elektra,1997
spice girls,1998,"""Spice Up Your Life""","""spice girls""",FALSE,5,Virgin Records,1996-01-01
98 degrees,1998,"""Because of You""","""98 degrees""",FALSE,6,Rhino/Elektra,1996
loreena mckennitt,1998,"""The Mummers' Dance""","""loreena mckennitt""",TRUE,1,Verve Reissues,1978-01-01
allure,1998,"""All Cried Out""","[""allure"",""112""]",FALSE,2,Epic/Legacy,1997-02-01
big punisher,1998,"""Still Not a Player""","[""big punisher"",""joe""]",TRUE,1,LOUD Records,1998-04-28
aaliyah,1998,"""The One I Gave My Heart To""","""aaliyah""",FALSE,11,Blackground Records,1996-08-13
jewel,1998,"""Foolish Games"" / ""You Were Meant for Me""","""jewel""",FALSE,6,UOSB,2013-07-14
inoj,1998,"""Love You Down""","""inoj""",FALSE,2,So So Def,1997-06-10
2pac,1998,"""Do for Love""","[""2pac"",""eric williams""]",FALSE,6,Interscope,1997-01-01
luke,1998,"""Raise the Roof""","[""luke"",""no good but so good""]",TRUE,1,Luke Records,1997
nu flavor,1998,"""Heaven""","""nu flavor""",TRUE,1,Rhino/Warner Records,1997
jd,1998,"""The Party Continues""","[""jd"",""da brat""]",TRUE,1,The Source,2002-01-01
missy elliott,1998,"""Sock It 2 Me""","[""missy elliott"",""da brat""]",TRUE,8,Atlantic Records/ATG,1997
next,1998,"""Butta Love""","""next""",FALSE,5,Geffen*,1989-01-01
aretha franklin,1998,"""A Rose Is Still a Rose""","""aretha franklin""",FALSE,9,Rhino Atlantic,1968-06-14
boyz ii men,1998,"""4 Seasons of Loneliness""","""boyz ii men""",FALSE,13,Unidisc,1987-01-01
ll cool j,1998,"""Father""","""ll cool j""",FALSE,7,Mercury Records,1985-11-18
gerald levert,1998,"""Thinkin' Bout It""","""gerald levert""",TRUE,1,Feel Good Entertainment,1998-01-01
deborah cox,1998,"""Nobody's Supposed to Be Here""","""deborah cox""",FALSE,3,Arista,1998-09-17
tq,1998,"""Westside""","""tq""",TRUE,1,Epic,1998-11-03
cher,1999,"""Believe""","""cher""",FALSE,10,Warner Records,1998
tlc,1999,"""No Scrubs""","""tlc""",FALSE,10,Arista/LaFace Records,1999-02-23
monica,1999,"""Angel of Mine""","""monica""",FALSE,8,Arista/Legacy,1998-04-01
whitney houston,1999,"""Heartbreak Hotel""","[""whitney houston"",""faith evans"",""kelly price""]",FALSE,22,Arista,1992-11-17
britney spears,1999,"""...Baby One More Time""","""britney spears""",TRUE,16,Jive,1999-01-12
sixpence none the richer,1999,"""Kiss Me""","""sixpence none the richer""",TRUE,1,Word Entertainment,1997-11-22
christina aguilera,1999,"""Genie in a Bottle""","""christina aguilera""",TRUE,9,RCA Records Label,1999
sugar ray,1999,"""Every Morning""","""sugar ray""",TRUE,3,Rhino/Elektra,1997-04-08
deborah cox,1999,"""Nobody's Supposed to Be Here""","""deborah cox""",FALSE,3,Arista,1998-09-17
ricky martin,1999,"""Livin' la Vida Loca""","""ricky martin""",TRUE,3,C2Records/Columbia,1999
702,1999,"""Where My Girls At?""","""702""",FALSE,2,"Tommy Boy Music, LLC",1997-06-17
jennifer lopez,1999,"""If You Had My Love""","""jennifer lopez""",TRUE,11,Work,1999-05-04
goo goo dolls,1999,"""Slide""","""goo goo dolls""",FALSE,6,Warner Records,1998
brandy,1999,"""Have You Ever?""","""brandy""",FALSE,11,Rhino Atlantic,1974
backstreet boys,1999,"""I Want It That Way""","""backstreet boys""",FALSE,7,Jive,1999-05-18
r. kelly,1999,"""I'm Your Angel""","[""r. kelly"",""celine dion""]",FALSE,18,Motown,1990-01-01
smash mouth,1999,"""All Star""","""smash mouth""",TRUE,2,Interscope,1999-06-08
sarah mclachlan,1999,"""Angel""","""sarah mclachlan""",FALSE,4,Arista/Legacy,1993
santana,1999,"""Smooth""","[""santana"",""rob thomas""]",FALSE,9,Columbia/Legacy,1970-09-23
tlc,1999,"""Unpretty""","""tlc""",FALSE,10,Arista/LaFace Records,1994-11-15
destiny's child,1999,"""Bills, Bills, Bills""","""destiny's child""",FALSE,12,Columbia,1999-06-15
eagle-eye cherry,1999,"""Save Tonight""","""eagle-eye cherry""",TRUE,1,Geffen,1998-01-01
pearl jam,1999,"""Last Kiss""","""pearl jam""",FALSE,2,Epic,1999
maxwell,1999,"""Fortunate""","""maxwell""",TRUE,2,Columbia,1999-03-03
backstreet boys,1999,"""All I Have to Give""","""backstreet boys""",FALSE,7,Jive,1996
enrique iglesias,1999,"""Bailamos""","""enrique iglesias""",TRUE,8,Interscope,1999-11-23
busta rhymes,1999,"""What's It Gonna Be?!""","[""busta rhymes"",""janet""]",FALSE,7,Rhino/Elektra,1998
everlast,1999,"""What It's Like""","""everlast""",TRUE,1,"Tommy Boy Music, LLC",1998-09-08
lenny kravitz,1999,"""Fly Away""","""lenny kravitz""",FALSE,3,Virgin Records,1998-05-12
sugar ray,1999,"""Someday""","""sugar ray""",FALSE,3,Columbia,1989-10-17
divine,1999,"""Lately""","""divine""",FALSE,2,Big Eye Music,2009-01-01
shania twain,1999,"""That Don't Impress Me Much""","""shania twain""",FALSE,5,Mercury Nashville,1997
will smith,1999,"""Wild Wild West""","[""will smith"",""dru hill"",""kool moe dee""]",FALSE,4,Columbia,1999-11-16
red hot chili peppers,1999,"""Scar Tissue""","""red hot chili peppers""",FALSE,5,Warner Records,1999-06-08
mariah carey,1999,"""Heartbreaker""","[""mariah carey"",""jay-z""]",FALSE,35,Columbia,1999-11-02
mariah carey,1999,"""I Still Believe""","""mariah carey""",FALSE,35,Columbia,1990-06-12
98 degrees,1999,"""The Hardest Thing""","""98 degrees""",FALSE,6,Motown,1998-01-01
lfo,1999,"""Summer Girls""","""lfo""",TRUE,2,Arista,1999-08-10
jay-z,1999,"""Can I Get A...""","[""jay-z"",""amil"",""ja rule""]",TRUE,16,Roc Nation / Jay-Z,1998-01-01
third eye blind,1999,"""Jumper""","""third eye blind""",FALSE,5,Rhino/Elektra,1997-04-08
lauryn hill,1999,"""Doo Wop (That Thing)""","""lauryn hill""",TRUE,2,Columbia,1998-05-13
lou bega,1999,"""Mambo No. 5""","""lou bega""",TRUE,1,Rhino/Warner Records,1971-09-24
tyrese,1999,"""Sweet Lady""","""tyrese""",TRUE,2,Motown,1990-01-01
whitney houston,1999,"""It's Not Right but It's Okay""","""whitney houston""",FALSE,22,Arista,1998-11-17
nsync,1999,"""(God Must Have Spent) A Little More Time on You""","""nsync""",FALSE,8,Northwestside Records,1997
shawn mullins,1999,"""Lullaby""","""shawn mullins""",TRUE,1,Columbia/Legacy,1992
112,1999,"""Anywhere""","[""112"",""lil zane""]",FALSE,6,Bad Boy Records,1998
k-ci,1999,"""Tell Me It's Real""","[""k-ci"",""jojo""]",FALSE,3,Rhino/Elektra,1996
matchbox 20,1999,"""Back 2 Good""","""matchbox 20""",TRUE,1,Lava/Atlantic,1996-10-01
blaque,1999,"""808""","""blaque""",TRUE,2,Sony Music Entertainment,1999-05-28
tal bachman,1999,"""She's So High""","""tal bachman""",TRUE,1,Arista,1997-01-28
ricky martin,1999,"""She's All I Ever Had""","""ricky martin""",FALSE,3,C2Records/Columbia,1999
will smith,1999,"""Miami""","""will smith""",FALSE,4,Columbia,1997-10-03
jewel,1999,"""Hands""","""jewel""",FALSE,6,Craft Recordings,1998-11-17
jt money,1999,"""Who Dat""","[""jt money"",""solé""]",TRUE,1,Priority Records,1999
tim mcgraw,1999,"""Please Remember Me""","""tim mcgraw""",FALSE,10,Curb Records,1999-05-04
shania twain,1999,"""From This Moment On""","""shania twain""",FALSE,5,Mercury Nashville,1997
faith evans,1999,"""Love Like This""","""faith evans""",FALSE,5,Rhino Atlantic,1995-09-21
jesse powell,1999,"""You""","""jesse powell""",TRUE,1,Mercury Nashville,1993-04-20
total,1999,"""Trippin'""","[""total"",""missy elliott""]",FALSE,5,Mercury Records,1982-11-09
silk,1999,"""If You""","""silk""",FALSE,2,Rhino/Elektra,1999
lauryn hill,1999,"""Ex-Factor""","""lauryn hill""",FALSE,2,Ruffhouse/Columbia,1998-08-25
jordan knight,1999,"""Give It to You""","""jordan knight""",TRUE,1,Interscope,1999-05-25
goo goo dolls,1999,"""Black Balloon""","""goo goo dolls""",FALSE,6,Warner Records,1998
eric benét,1999,"""Spend My Life with You""","[""eric benét"",""tamia""]",TRUE,1,Warner Records,1999-02-25
dru hill,1999,"""These Are the Times""","""dru hill""",FALSE,5,Def Jam Recordings,1998-01-01
mark chesnutt,1999,"""I Don't Want to Miss a Thing""","""mark chesnutt""",TRUE,1,Geffen*,1992-01-01
98 degrees,1999,"""I Do (Cherish You)""","""98 degrees""",FALSE,6,Rhino/Elektra,1996
98 degrees,1999,"""Because of You""","""98 degrees""",FALSE,6,Rhino/Elektra,1996
sarah mclachlan,1999,"""I Will Remember You""","""sarah mclachlan""",FALSE,4,Arista/Legacy,1993
chanté moore,1999,"""Chanté's Got a Man""","""chanté moore""",TRUE,1,Silas,1994-01-01
case,1999,"""Happily Ever After""","""case""",FALSE,4,Def Jam Recordings,1999-01-01
whitney houston,1999,"""My Love Is Your Love""","""whitney houston""",FALSE,22,Arista,1992-11-17
faith evans,1999,"""All Night Long""","[""faith evans"",""puff daddy""]",FALSE,5,Uptown,1994-01-01
juvenile,1999,"""Back That Thang Up""","[""juvenile"",""mannie fresh"",""lil wayne""]",TRUE,2,Cash Money,1998-11-03
brandy,1999,"""Almost Doesn't Count""","""brandy""",FALSE,11,Atlantic Records,1998-05-29
shania twain,1999,"""Man! I Feel Like a Woman!""","""shania twain""",FALSE,5,Mercury Nashville,1997
len,1999,"""Steal My Sunshine""","""len""",TRUE,1,Work,1999-05-25
marc anthony,1999,"""I Need to Know""","""marc anthony""",TRUE,3,Columbia,1999-09-14
ginuwine,1999,"""So Anxious""","""ginuwine""",FALSE,7,550 Music,1999-03-15
case,1999,"""Faded Pictures""","[""case"",""joe""]",FALSE,4,Def Jam Recordings,1999-01-01
brian mcknight,1999,"""Back at One""","""brian mcknight""",FALSE,4,Columbia/Sony Music Soundtrax,1999-08-17
r. kelly,1999,"""When a Woman's Fed Up""","""r. kelly""",FALSE,18,Jive,1998-11-08
kenny chesney,1999,"""How Forever Feels""","""kenny chesney""",TRUE,10,BNA Records Label,1999-02-26
lonestar,1999,"""Amazed""","""lonestar""",TRUE,5,BNA/Legacy,1995
britney spears,1999,"""Sometimes""","""britney spears""",FALSE,16,Jive,1999-01-12
mo thugs,1999,"""Ghetto Cowboy""","""mo thugs""",TRUE,1,Full Surfiz / Interscope,2007
fastball,1999,"""Out of My Head""","""fastball""",TRUE,1,Hollywood Records,1998-01-01
jay-z,1999,"""Hard Knock Life (Ghetto Anthem)""","""jay-z""",FALSE,16,Roc Nation / Jay-Z,1998-11-29
naughty by nature,1999,"""Jamboree""","[""naughty by nature"",""zhané""]",FALSE,4,"Tommy Boy Music, LLC",1993-02-23
blackstreet,1999,"""Take Me There""","[""blackstreet"",""mýa"",""mase"",""blinky blink""]",FALSE,4,RAL (Rush Associated Label),1996-01-01
joey mcintyre,1999,"""Stay the Same""","""joey mcintyre""",TRUE,1,C2Records,1999-03-16
jo dee messina,1999,"""A Lesson in Leavin'""","""jo dee messina""",TRUE,2,Curb Records,1998-03-17
goo goo dolls,1999,"""Iris""","""goo goo dolls""",FALSE,6,Warner Records,1998
puff daddy,1999,"""Satisfy You""","[""puff daddy"",""r. kelly""]",FALSE,6,Rhino Atlantic,1996-01-30
citizen king,1999,"""Better Days (And the Bottom Drops Out)""","""citizen king""",TRUE,1,Warner Records,1999-02-26
nsync,1999,"""Music of My Heart""","[""nsync"",""gloria estefan""]",FALSE,8,Epic/Legacy,1999-08-02
george strait,1999,"""Write This Down""","""george strait""",TRUE,3,MCA Nashville,1999-01-01
whitney houston,1999,"""When You Believe""","[""whitney houston"",""mariah carey""]",FALSE,22,Arista,1992-11-17
alabama,1999,"""(God Must Have Spent) A Little More Time on You""","[""alabama"",""nsync""]",FALSE,3,RLG/Legacy,1980
faith hill,2000,"""Breathe""","""faith hill""",FALSE,6,Renk Records,1994
santana,2000,"""Smooth""","[""santana"",""rob thomas""]",FALSE,9,Columbia/Legacy,1970-09-23
santana,2000,"""Maria Maria""","[""santana"",""the product g"",""b""]",FALSE,9,Columbia/Legacy,1999
joe,2000,"""I Wanna Know""","""joe""",FALSE,4,Priority Records,1992-11-17
vertical horizon,2000,"""Everything You Want""","""vertical horizon""",TRUE,1,RCA Records Label,1999-06-14
destiny's child,2000,"""Say My Name""","""destiny's child""",FALSE,12,Columbia,1999-07-27
savage garden,2000,"""I Knew I Loved You""","""savage garden""",FALSE,4,Superior Viaduct,1970-01-01
lonestar,2000,"""Amazed""","""lonestar""",FALSE,5,BNA/Legacy,1995
matchbox twenty,2000,"""Bent""","""matchbox twenty""",TRUE,3,Lava/Atlantic,1996-10-01
toni braxton,2000,"""He Wasn't Man Enough""","""toni braxton""",FALSE,9,Arista/LaFace Records,2000
creed,2000,"""Higher""","""creed""",TRUE,5,The Bicycle Music Company,1999-01-01
aaliyah,2000,"""Try Again""","""aaliyah""",FALSE,11,Blackground Records,2001-07-07
destiny's child,2000,"""Jumpin', Jumpin'""","""destiny's child""",FALSE,12,Columbia,1999-07-27
sisqó,2000,"""Thong Song""","""sisqó""",TRUE,2,Def Jam Recordings,1999-01-01
3 doors down,2000,"""Kryptonite""","""3 doors down""",TRUE,8,Universal Records,2000
pink,2000,"""There You Go""","""pink""",TRUE,19,Rhino Atlantic,1997-03-04
madonna,2000,"""Music""","""madonna""",FALSE,36,Warner Records,1985-01-23
janet jackson,2000,"""Doesn't Really Matter""","""janet jackson""",FALSE,24,A&M,1989-09-19
christina aguilera,2000,"""What a Girl Wants""","""christina aguilera""",FALSE,9,Mercury Records,1993-10-12
brian mcknight,2000,"""Back at One""","""brian mcknight""",FALSE,4,Columbia/Sony Music Soundtrax,1999-08-17
nsync,2000,"""Bye Bye Bye""","""nsync""",FALSE,8,Jive,2000-03-21
marc anthony,2000,"""You Sang to Me""","""marc anthony""",FALSE,3,Columbia,1999-09-28
marc anthony,2000,"""I Need to Know""","""marc anthony""",FALSE,3,Columbia,1999-09-14
montell jordan,2000,"""Get It On Tonite""","""montell jordan""",FALSE,4,RAL (Rush Associated Label),1995-01-01
sisqó,2000,"""Incomplete""","""sisqó""",FALSE,2,Def Jam Recordings,1999-01-01
macy gray,2000,"""I Try""","""macy gray""",TRUE,1,Epic,1999-07-03
nsync,2000,"""It's Gonna Be Me""","""nsync""",FALSE,8,Jive,2000-03-21
celine dion,2000,"""That's the Way It Is""","""celine dion""",FALSE,11,Epic/550 Music,1999-11-12
nelly,2000,"""Country Grammar (Hot Shit)""","""nelly""",TRUE,14,Universal Records,2000-01-01
blaque,2000,"""Bring It All to Me""","""blaque""",FALSE,2,A&M,1989-09-19
backstreet boys,2000,"""Show Me the Meaning of Being Lonely""","""backstreet boys""",FALSE,7,Jive,1996
missy elliott,2000,"""Hot Boyz""","[""missy elliott"",""nas"",""eve"",""q-tip""]",FALSE,8,Atlantic Records/ATG,1999
bbmak,2000,"""Back Here""","""bbmak""",TRUE,1,Hollywood Records,2000-01-01
sonique,2000,"""It Feels So Good""","""sonique""",TRUE,1,Altra Moda Music,2000-08-24
nine days,2000,"""Absolutely (Story of a Girl)""","""nine days""",TRUE,1,Epic/550 Music,2000-05-16
creed,2000,"""With Arms Wide Open""","""creed""",FALSE,5,The Bicycle Music Company,1999-01-01
enrique iglesias,2000,"""Be with You""","""enrique iglesias""",FALSE,8,Interscope,1999-11-23
christina aguilera,2000,"""Come On Over Baby (All I Want Is You)""","""christina aguilera""",FALSE,9,RCA Records Label,1999
ruff endz,2000,"""No More""","""ruff endz""",TRUE,1,Def Jam Recordings,1998-05-01
blink-182,2000,"""All the Small Things""","""blink-182""",TRUE,1,Geffen,1999-06-01
faith hill,2000,"""The Way You Love Me""","""faith hill""",FALSE,6,Interscope,1993-02-16
christina aguilera,2000,"""I Turn to You""","""christina aguilera""",FALSE,9,RCA Records Label,1999
