primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappears_after_first,reappearance_count,sqrt_reappearance,row_id,title_clean,artist_clean,track_id,genre,duration_ms,duration_sec,clean_title,search_artist,genre_final,lastfm_genre
leann rimes,1997,"""How Do I Live""","""leann rimes""",TRUE,5,Curb Records,1997-09-09,Curb Records,1990,FALSE,9,TRUE,4,2,499,how do i live,leann rimes,TRGJWNK128F9351E94,Rock	Country,266973,266.973,How Do I Live,leann rimes,Rock	Country,country
spice girls,1997,"""Wannabe""","""spice girls""",TRUE,5,Virgin Records,1996-01-01,Virgin Records,1990,FALSE,10,TRUE,4,2,500,wannabe,spice girls,NA,NA,173026,173.026,Wannabe,spice girls,NA,pop
backstreet boys,1997,"""Quit Playing Games (With My Heart)""","""backstreet boys""",TRUE,7,Jive,1996,Jive,1990,FALSE,11,TRUE,6,2.44948974278318,501,quit playing games with my heart,backstreet boys,TRZFWAK128F4290092,Pop,233533,233.533,Quit Playing Games (With My Heart),backstreet boys,Pop,pop
hanson,1997,"""MMMBop""","""hanson""",TRUE,2,Island Mercury,1997-01-01,Island Mercury,1990,FALSE,12,TRUE,1,1,502,mmmbop,hanson,TRMPXUP128F428BCE8,Pop	Rock,268653,268.653,MMMBop,hanson,Pop	Rock,pop
usher,1997,"""You Make Me Wanna...""","""usher""",TRUE,25,Arista/LaFace Records,1997-09-16,Arista; LaFace Records,1990,TRUE,14,TRUE,24,4.89897948556636,503,you make me wanna,usher,TRFRITQ128F42AC266,RnB,219120,219.12,You Make Me Wanna...,usher,RnB,pop
meredith brooks,1997,"""Bitch""","""meredith brooks""",TRUE,1,Capitol Records,1997-01-01,Capitol Records,1990,FALSE,15,FALSE,0,0,504,bitch,meredith brooks,NA,NA,252760,252.76,Bitch,meredith brooks,pop rock,rock
third eye blind,1997,"""Semi-Charmed Life""","""third eye blind""",TRUE,5,Rhino/Elektra,1997-04-08,Rhino; Elektra,1990,TRUE,17,TRUE,4,2,505,semicharmed life,third eye blind,NA,NA,268360,268.36,Semi-Charmed Life,third eye blind,pop rock,rock
duncan sheik,1997,"""Barely Breathing""","""duncan sheik""",TRUE,1,Rhino Atlantic,1996,Rhino Atlantic,1990,FALSE,18,FALSE,0,0,506,barely breathing,duncan sheik,NA,NA,254546,254.546,Barely Breathing,duncan sheik,pop rock,pop
the verve pipe,1997,"""The Freshmen""","""the verve pipe""",TRUE,1,RCA Records Label,1996-03-25,RCA Records Label,1990,FALSE,21,FALSE,0,0,507,the freshmen,the verve pipe,TRZDUHV128F429270E,Rock,269466,269.466,The Freshmen,the verve pipe,Rock,rock
savage garden,1997,"""I Want You""","""savage garden""",TRUE,4,Sony Music Entertainment,1997,Sony Music Entertainment,1990,TRUE,22,TRUE,3,1.73205080756888,508,i want you,savage garden,TRNWJVS128F4279AB8,Pop,232066,232.066,I Want You,savage garden,Pop,pop
rome,1997,"""I Belong to You (Every Time I See Your Face)""","""rome""",TRUE,1,RCA Records Label,1997,RCA Records Label,1990,FALSE,24,FALSE,0,0,509,i belong to you every time i see your face,rome,NA,NA,273266,273.266,I Belong to You (Every Time I See Your Face),rome,NA,NA
dru hill,1997,"""In My Bed""","""dru hill""",TRUE,5,Island Records,1996-11-19,Island Records,1990,TRUE,27,TRUE,4,2,510,in my bed,dru hill,NA,NA,284600,284.6,In My Bed,dru hill,r&b,r&b
robyn,1997,"""Do You Know (What It Takes)""","""robyn""",TRUE,2,RCA Records Label,1995-10-13,RCA Records Label,1990,FALSE,29,TRUE,1,1,511,do you know what it takes,robyn,NA,NA,221293,221.293,Do You Know (What It Takes),robyn,electronic,pop
freak nasty,1997,"""Da' Dip""","""freak nasty""",TRUE,1,Elektra Records,1993-11-16,Elektra Records,1990,FALSE,34,FALSE,0,0,512,da dip,freak nasty,NA,NA,237000,237,Da' Dip,freak nasty,rap,rap
sister hazel,1997,"""All for You""","""sister hazel""",TRUE,2,Universal Records,1997-01-01,Universal Records,1990,FALSE,36,TRUE,1,1,513,all for you,sister hazel,TROSPHA128F148CF25,Rock,218706,218.706,All for You,sister hazel,Rock,rock
paula cole,1997,"""Where Have All the Cowboys Gone?""","""paula cole""",TRUE,2,Virgin Records,1988-01-01,Virgin Records,1990,FALSE,38,TRUE,1,1,514,where have all the cowboys gone,paula cole,NA,NA,263653,263.653,Where Have All the Cowboys Gone?,paula cole,country,pop
shawn colvin,1997,"""Sunny Came Home""","""shawn colvin""",TRUE,1,Columbia,1996-09-30,Columbia,1990,FALSE,39,FALSE,0,0,515,sunny came home,shawn colvin,TRADNZM128F9300DF3,Folk	Pop,264200,264.2,Sunny Came Home,shawn colvin,Folk	Pop,folk
shania twain,1998,"""You're Still the One""","""shania twain""",TRUE,5,Mercury Nashville,1997,Mercury Nashville,1990,FALSE,3,TRUE,4,2,516,youre still the one,shania twain,TRCUNLB128E0783EC3,NA,212224,212.224,You're Still the One,shania twain,country,country
janet,1998,"""Together Again""","""janet""",TRUE,2,A&M,1989-09-19,A&M,1990,TRUE,6,FALSE,1,1,517,together again,janet,NA,NA,301200,301.2,Together Again,janet,NA,NA
k-ci,1998,"""All My Life""","[""k-ci"",""jojo""]",TRUE,3,Geffen*,1997-01-01,Geffen*,1990,FALSE,7,TRUE,2,1.4142135623731,518,all my life,kci,NA,NA,331240,331.24,All My Life,k-ci & jojo,r&b,r&b
destiny's child,1998,"""No, No, No""","""destiny's child""",TRUE,12,Columbia,1998-02-17,Columbia,1990,FALSE,12,TRUE,11,3.3166247903554,519,no no no,destinys child,TRAKUSX128F426707E,Pop,207466,207.466,"No, No, No",destiny's child,Pop,r&b
will smith,1998,"""Gettin' Jiggy wit It""","""will smith""",TRUE,4,Columbia,1997-10-03,Columbia,1990,FALSE,14,TRUE,3,1.73205080756888,520,gettin jiggy wit it,will smith,TRNQXTM12903CB1E9F,Rap,227933,227.933,Gettin' Jiggy wit It,will smith,Rap,rap
jennifer paige,1998,"""Crush""","""jennifer paige""",TRUE,1,Hollywood Records,1998-01-01,Hollywood Records,1990,FALSE,21,FALSE,0,0,521,crush,jennifer paige,NA,NA,199960,199.96,Crush,jennifer paige,pop rock,pop
public announcement,1998,"""Body Bumpin' (Yippie-Yi-Yo)""","""public announcement""",TRUE,1,A&M,1998-01-01,A&M,1990,TRUE,24,FALSE,0,0,522,body bumpin yippieyiyo,public announcement,NA,NA,275933,275.933,Body Bumpin' (Yippie-Yi-Yo),public announcement,NA,NA
faith hill,1998,"""This Kiss""","""faith hill""",TRUE,6,Warner Records/Nashville,1998-04-10,Warner Records; Nashville,1990,FALSE,25,TRUE,5,2.23606797749979,523,this kiss,faith hill,NA,NA,194306,194.306,This Kiss,faith hill,country,country
uncle sam,1998,"""I Don't Ever Want to See You Again""","""uncle sam""",TRUE,1,Stonecreek/Epic,1997-04-29,Stonecreek; Epic,1990,FALSE,26,FALSE,0,0,524,i dont ever want to see you again,uncle sam,TRTYWAE128F4263359,NA,345133,345.133,I Don't Ever Want to See You Again,uncle sam,r&b,r&b
marcy playground,1998,"""Sex and Candy""","""marcy playground""",TRUE,1,Mighty Slim,1997-02-25,Mighty Slim,1990,FALSE,28,FALSE,0,0,525,sex and candy,marcy playground,NA,NA,173557,173.557,Sex and Candy,marcy playground,blues,rock
mase,1998,"""What You Want""","[""mase"",""total""]",TRUE,3,Bad Boy Records,1996-08-27,Bad Boy Records,1990,FALSE,31,FALSE,2,1.4142135623731,526,what you want,mase,NA,NA,242946,242.946,What You Want,mase & total,rap,rap
wyclef jean,1998,"""Gone till November""","""wyclef jean""",TRUE,2,Legacy Recordings,1997-01-01,Legacy Recordings,1990,FALSE,33,TRUE,1,1,527,gone till november,wyclef jean,NA,NA,207466,207.466,Gone till November,wyclef jean,reggae,reggae
lsg,1998,"""My Body""","""lsg""",TRUE,1,EastWest,1997-10-31,EastWest,1990,FALSE,34,FALSE,0,0,528,my body,lsg,NA,NA,247133,247.133,My Body,lsg,r&b,r&b
lord tariq,1998,"""Deja Vu (Uptown Baby)""","[""lord tariq"",""peter gunz""]",TRUE,1,Columbia,1998-06-02,Columbia,1990,FALSE,36,FALSE,0,0,529,deja vu uptown baby,lord tariq,TRNGLAG128F92F4A55,NA,284800,284.8,Deja Vu (Uptown Baby),lord tariq & peter gunz,rap,rap
nsync,1998,"""I Want You Back""","""nsync""",TRUE,8,Northwestside Records,1997,Northwestside Records,1990,FALSE,37,TRUE,7,2.64575131106459,530,i want you back,nsync,TRGKUCI128F4295705,NA,200440,200.44,I Want You Back,nsync,rap,pop
five,1998,"""When the Lights Go Out""","""five""",TRUE,1,RCA Records Label,1998-06-09,RCA Records Label,1990,FALSE,38,FALSE,0,0,531,when the lights go out,five,TRFGJHV128F428FDC0,Pop,249600,249.6,When the Lights Go Out,five,Pop,pop
master p,1998,"""Make 'Em Say Uhh!""","[""master p"",""fiend"",""silkk the shocker"",""mia"",""and mystikal""]",TRUE,2,Priority Records,1996,Priority Records,1990,FALSE,40,FALSE,1,1,532,make em say uhh,master p,TRPMMAP128F425493D,Rap,305280,305.28,Make 'Em Say Uhh!,master p & fiend & silkk the shocker & mia & and mystikal,Rap,NA
britney spears,1999,"""...Baby One More Time""","""britney spears""",TRUE,16,Jive,1999-01-12,Jive,1990,FALSE,5,TRUE,15,3.87298334620742,533,baby one more time,britney spears,TRRTNCU128F92F1397,NA,211066,211.066,...Baby One More Time,britney spears,NA,pop
sixpence none the richer,1999,"""Kiss Me""","""sixpence none the richer""",TRUE,1,Word Entertainment,1997-11-22,Word Entertainment,1990,FALSE,6,FALSE,0,0,534,kiss me,sixpence none the richer,NA,NA,208680,208.68,Kiss Me,sixpence none the richer,pop rock,pop
christina aguilera,1999,"""Genie in a Bottle""","""christina aguilera""",TRUE,9,RCA Records Label,1999,RCA Records Label,1990,FALSE,7,TRUE,8,2.82842712474619,535,genie in a bottle,christina aguilera,TRWQAFX128F428DBB0,NA,217573,217.573,Genie in a Bottle,christina aguilera,r&b,pop
sugar ray,1999,"""Every Morning""","""sugar ray""",TRUE,3,Rhino/Elektra,1997-04-08,Rhino; Elektra,1990,TRUE,8,TRUE,2,1.4142135623731,536,every morning,sugar ray,TRXVFHV12903CF482D,Rock,219866,219.866,Every Morning,sugar ray,Rock,pop
ricky martin,1999,"""Livin' la Vida Loca""","""ricky martin""",TRUE,3,C2Records/Columbia,1999,C2Records; Columbia,1990,FALSE,10,TRUE,2,1.4142135623731,537,livin la vida loca,ricky martin,TRMVLCU128F425D72C,Latin,243160,243.16,Livin' la Vida Loca,ricky martin,Latin,latin
jennifer lopez,1999,"""If You Had My Love""","""jennifer lopez""",TRUE,11,Work,1999-05-04,Work,1990,FALSE,12,TRUE,10,3.16227766016838,538,if you had my love,jennifer lopez,TRPSBFD128F426762F,Pop,266000,266,If You Had My Love,jennifer lopez,Pop,pop
smash mouth,1999,"""All Star""","""smash mouth""",TRUE,2,Interscope,1999-06-08,Interscope,1990,FALSE,17,TRUE,1,1,539,all star,smash mouth,TRNDZJT128E0792721,Pop	Rock,200373,200.373,All Star,smash mouth,Pop	Rock,rock
eagle-eye cherry,1999,"""Save Tonight""","""eagle-eye cherry""",TRUE,1,Geffen,1998-01-01,Geffen,1990,FALSE,22,FALSE,0,0,540,save tonight,eagleeye cherry,TRHLEVU128E0792E39,NA,239226,239.226,Save Tonight,eagle-eye cherry,pop rock,rock
maxwell,1999,"""Fortunate""","""maxwell""",TRUE,2,Columbia,1999-03-03,Columbia,1990,FALSE,24,TRUE,1,1,541,fortunate,maxwell,NA,NA,301160,301.16,Fortunate,maxwell,r&b,pop
enrique iglesias,1999,"""Bailamos""","""enrique iglesias""",TRUE,8,Interscope,1999-11-23,Interscope,1990,FALSE,26,TRUE,7,2.64575131106459,542,bailamos,enrique iglesias,TRMTZDR128F93169BF,Pop	Latin,212693,212.693,Bailamos,enrique iglesias,Pop	Latin,latin
everlast,1999,"""What It's Like""","""everlast""",TRUE,1,"Tommy Boy Music, LLC",1998-09-08,"Tommy Boy Music, LLC",1990,FALSE,28,FALSE,0,0,543,what its like,everlast,NA,NA,303133,303.133,What It's Like,everlast,blues,rock
lfo,1999,"""Summer Girls""","""lfo""",TRUE,2,Arista,1999-08-10,Arista,1990,TRUE,38,TRUE,1,1,544,summer girls,lfo,NA,NA,257333,257.333,Summer Girls,lfo,NA,pop
jay-z,1999,"""Can I Get A...""","[""jay-z"",""amil"",""ja rule""]",TRUE,16,Roc Nation / Jay-Z,1998-01-01,Roc Nation; Jay-Z,1990,FALSE,39,TRUE,15,3.87298334620742,545,can i get a,jayz,NA,NA,309773,309.773,Can I Get A...,jay-z & amil & ja rule,NA,NA
vertical horizon,2000,"""Everything You Want""","""vertical horizon""",TRUE,1,RCA Records Label,1999-06-14,RCA Records Label,2000,FALSE,5,FALSE,0,0,546,everything you want,vertical horizon,NA,NA,257066,257.066,Everything You Want,vertical horizon,pop rock,rock
matchbox twenty,2000,"""Bent""","""matchbox twenty""",TRUE,3,Lava/Atlantic,1996-10-01,Lava; Atlantic,2000,FALSE,9,TRUE,2,1.4142135623731,547,bent,matchbox twenty,TRUKPPC128F92C7FCF,Rock,256133,256.133,Bent,matchbox twenty,Rock,rock
creed,2000,"""Higher""","""creed""",TRUE,5,The Bicycle Music Company,1999-01-01,The Bicycle Music Company,2000,FALSE,11,TRUE,4,2,548,higher,creed,TRIKEND12903CCC5BE,Rock,316733,316.733,Higher,creed,Rock,rock
sisqó,2000,"""Thong Song""","""sisqó""",TRUE,2,Def Jam Recordings,1999-01-01,Def Jam Recordings,2000,TRUE,14,FALSE,1,1,549,thong song,sisq,TRWVCHF128F93110BD,NA,253733,253.733,Thong Song,sisqó,r&b,pop
3 doors down,2000,"""Kryptonite""","""3 doors down""",TRUE,8,Universal Records,2000,Universal Records,2000,FALSE,15,TRUE,7,2.64575131106459,550,kryptonite,3 doors down,TRHTCXG12903CC2F60,Rock,233933,233.933,Kryptonite,3 doors down,Rock,rock
pink,2000,"""There You Go""","""pink""",TRUE,19,Rhino Atlantic,1997-03-04,Rhino Atlantic,2000,FALSE,16,TRUE,18,4.24264068711929,551,there you go,pink,NA,NA,202800,202.8,There You Go,pink,pop rock,pop
macy gray,2000,"""I Try""","""macy gray""",TRUE,1,Epic,1999-07-03,Epic,2000,TRUE,26,FALSE,0,0,552,i try,macy gray,TRWFCBF128F427BDB3,NA,239440,239.44,I Try,macy gray,r&b,pop
nelly,2000,"""Country Grammar (Hot Shit)""","""nelly""",TRUE,14,Universal Records,2000-01-01,Universal Records,2000,FALSE,29,TRUE,13,3.60555127546399,553,country grammar hot shit,nelly,NA,NA,287000,287,Country Grammar (Hot Shit),nelly,rap,pop
bbmak,2000,"""Back Here""","""bbmak""",TRUE,1,Hollywood Records,2000-01-01,Hollywood Records,2000,FALSE,33,FALSE,0,0,554,back here,bbmak,TRJZGXV128F92D4C0D,Pop,218200,218.2,Back Here,bbmak,Pop,pop
sonique,2000,"""It Feels So Good""","""sonique""",TRUE,1,Altra Moda Music,2000-08-24,Altra Moda Music,2000,FALSE,34,FALSE,0,0,555,it feels so good,sonique,TRWXTFI128F423BF00,NA,160973,160.973,It Feels So Good,sonique,electronic,pop
nine days,2000,"""Absolutely (Story of a Girl)""","""nine days""",TRUE,1,Epic/550 Music,2000-05-16,Epic; 550 Music,2000,TRUE,35,FALSE,0,0,556,absolutely story of a girl,nine days,NA,NA,189333,189.333,Absolutely (Story of a Girl),nine days,pop rock,rock
ruff endz,2000,"""No More""","""ruff endz""",TRUE,1,Def Jam Recordings,1998-05-01,Def Jam Recordings,2000,TRUE,39,FALSE,0,0,557,no more,ruff endz,TRHODQS128F4265380,NA,242560,242.56,No More,ruff endz,r&b,r&b
blink-182,2000,"""All the Small Things""","""blink-182""",TRUE,1,Geffen,1999-06-01,Geffen,2000,TRUE,40,FALSE,0,0,558,all the small things,blink182,TRRSPIS128C71962D2,Rock,167066,167.066,All the Small Things,blink-182,Rock,rock
lifehouse,2001,"""Hanging by a Moment""","""lifehouse""",TRUE,4,Geffen,2000,Geffen,2000,TRUE,1,TRUE,3,1.73205080756888,559,hanging by a moment,lifehouse,TRMJJFY128F14676A6,Pop	Rock,216066,216.066,Hanging by a Moment,lifehouse,Pop	Rock,rock
alicia keys,2001,"""Fallin'""","""alicia keys""",TRUE,12,J Records,2001-06-05,J Records,2000,FALSE,2,TRUE,11,3.3166247903554,560,fallin,alicia keys,TRHVZFK128F42AC2FB,NA,210200,210.2,Fallin',alicia keys,r&b,pop
eve,2001,"""Let Me Blow Ya Mind""","[""eve"",""gwen stefani""]",TRUE,2,Ruff Ryders RECORDS,2001-01-01,Ruff Ryders RECORDS,2000,FALSE,7,TRUE,1,1,561,let me blow ya mind,eve,NA,NA,230133,230.133,Let Me Blow Ya Mind,eve & gwen stefani,NA,NA
dido,2001,"""Thank You""","""dido""",TRUE,2,Sony BMG Music UK,1999,Sony BMG Music UK,2000,FALSE,8,TRUE,1,1,562,thank you,dido,TRFPLHY128F9302C67,Rock	Pop,140000,140,Thank You,dido,Rock	Pop,pop
blu cantrell,2001,"""Hit 'Em Up Style (Oops!)""","""blu cantrell""",TRUE,1,Arista,2001-01-18,Arista,2000,FALSE,11,FALSE,0,0,563,hit em up style oops,blu cantrell,TRXFMUG128F4294EEE,Pop	RnB,250706,250.706,Hit 'Em Up Style (Oops!),blu cantrell,Pop	RnB,pop
staind,2001,"""It's Been Awhile""","""staind""",TRUE,1,Atlantic Records/ATG,2001-08-20,Atlantic Records; ATG,2000,TRUE,14,FALSE,0,0,564,its been awhile,staind,NA,NA,264706,264.706,It's Been Awhile,staind,NA,rock
uncle kracker,2001,"""Follow Me""","""uncle kracker""",TRUE,3,Lava/Atlantic,2000-06-13,Lava; Atlantic,2000,FALSE,19,TRUE,2,1.4142135623731,565,follow me,uncle kracker,NA,NA,218439,218.439,Follow Me,uncle kracker,country,pop
incubus,2001,"""Drive""","""incubus""",TRUE,1,Epic/Immortal,1999-10-26,Epic; Immortal,2000,TRUE,21,FALSE,0,0,566,drive,incubus,TRCUEPI128F4278E10,Rock,232453,232.453,Drive,incubus,Rock,rock
city high,2001,"""What Would You Do?""","""city high""",TRUE,2,B-Rite,1999-03-16,B-Rite,2000,FALSE,22,TRUE,1,1,567,what would you do,city high,TRBBDAH128F92E625E,RnB	Rap,175560,175.56,What Would You Do?,city high,RnB	Rap,rap
dream,2001,"""He Loves U Not""","""dream""",TRUE,1,Bad Boy Records,2001,Bad Boy Records,2000,FALSE,28,FALSE,0,0,568,he loves u not,dream,NA,NA,226666,226.666,He Loves U Not,dream,pop rock,pop
crazy town,2001,"""Butterfly""","""crazy town""",TRUE,1,Columbia,1999-11-04,Columbia,2000,FALSE,29,FALSE,0,0,569,butterfly,crazy town,TRHXMIW128F9306B59,Rock,216733,216.733,Butterfly,crazy town,Rock,rock
ja rule,2001,"""Put It on Me""","[""ja rule"",""lil' mo"",""vita""]",TRUE,7,RAL (Rush Associated Label),2000-01-01,RAL (Rush Associated Label),2000,FALSE,30,TRUE,6,2.44948974278318,570,put it on me,ja rule,NA,NA,262826,262.826,Put It on Me,ja rule & lil' mo & vita,NA,NA
moby,2001,"""South Side""","[""moby"",""gwen stefani""]",TRUE,1,Little Idiot,1999-05-17,Little Idiot,2000,FALSE,33,FALSE,0,0,571,south side,moby,TRDNFCG128E0784B0C,Electronic,229733,229.733,South Side,moby & gwen stefani,Electronic,electronic
craig david,2001,"""Fill Me In""","""craig david""",TRUE,2,Def Jam Recordings,1996-01-01,Def Jam Recordings,2000,TRUE,37,TRUE,1,1,572,fill me in,craig david,NA,NA,257200,257.2,Fill Me In,craig david,r&b,pop
nickelback,2002,"""How You Remind Me""","""nickelback""",TRUE,11,Roadrunner Records,2001-09-11,Roadrunner Records,2000,FALSE,1,TRUE,10,3.16227766016838,573,how you remind me,nickelback,TRKDDZW128F930B393,Rock,223840,223.84,How You Remind Me,nickelback,Rock,rock
ashanti,2002,"""Foolish""","""ashanti""",TRUE,5,"I.G. Records, Inc./Universal Records",2002-01-01,"I.G. Records, Inc.; Universal Records",2000,FALSE,2,TRUE,4,2,574,foolish,ashanti,TRKQYZP128E07899F8,Pop	RnB,227386,227.386,Foolish,ashanti,Pop	RnB,pop
the calling,2002,"""Wherever You Will Go""","""the calling""",TRUE,1,RCA Records Label,2001,RCA Records Label,2000,FALSE,5,FALSE,0,0,575,wherever you will go,the calling,TRFUOZN128F4297F8C,Rock,208600,208.6,Wherever You Will Go,the calling,Rock,rock
vanessa carlton,2002,"""A Thousand Miles""","""vanessa carlton""",TRUE,1,A&M,2002-04-30,A&M,2000,FALSE,6,FALSE,0,0,576,a thousand miles,vanessa carlton,TRMLGUQ128E07928FE,NA,237493,237.493,A Thousand Miles,vanessa carlton,pop rock,pop
linkin park,2002,"""In the End""","""linkin park""",TRUE,7,Warner Records,2000-10-24,Warner Records,2000,FALSE,7,TRUE,6,2.44948974278318,577,in the end,linkin park,NA,NA,216880,216.88,In the End,linkin park,rap,rock
fat joe,2002,"""What's Luv?""","[""fat joe"",""ashanti""]",TRUE,5,RT Industries,2001-12-04,RT Industries,2000,FALSE,8,TRUE,4,2,578,whats luv,fat joe,NA,NA,267093,267.093,What's Luv?,fat joe & ashanti,rap,rap
puddle of mudd,2002,"""Blurry""","""puddle of mudd""",TRUE,2,Flawless Records,2001-01-01,Flawless Records,2000,FALSE,10,TRUE,1,1,579,blurry,puddle of mudd,TRNLYLO128F148D14E,NA,304000,304,Blurry,puddle of mudd,pop rock,rock
avril lavigne,2002,"""Complicated""","""avril lavigne""",TRUE,8,Arista,2002-06-04,Arista,2000,FALSE,11,TRUE,7,2.64575131106459,580,complicated,avril lavigne,TROOCBX128F429648A,NA,244506,244.506,Complicated,avril lavigne,pop rock,pop
jimmy eat world,2002,"""The Middle""","""jimmy eat world""",TRUE,1,Interscope,2001-07-17,Interscope,2000,FALSE,14,FALSE,0,0,581,the middle,jimmy eat world,TRRCPXP128E0791F01,Rock,165853,165.853,The Middle,jimmy eat world,Rock,rock
p. diddy,2002,"""I Need a Girl (Part One)""","[""p. diddy"",""usher"",""loon""]",TRUE,2,The Source,2002-01-01,The Source,2000,FALSE,15,FALSE,1,1,582,i need a girl part one,p diddy,NA,NA,241074,241.074,I Need a Girl (Part One),p. diddy & usher & loon,NA,NA
michelle branch,2002,"""All You Wanted""","""michelle branch""",TRUE,2,Maverick,2001-07-31,Maverick,2000,FALSE,23,TRUE,1,1,583,all you wanted,michelle branch,NA,NA,217680,217.68,All You Wanted,michelle branch,pop rock,pop
chad kroeger,2002,"""Hero""","[""chad kroeger"",""josey scott""]",TRUE,1,Roadrunner Records,2003,Roadrunner Records,2000,FALSE,25,FALSE,0,0,584,hero,chad kroeger,NA,NA,200480,200.48,Hero,chad kroeger & josey scott,pop rock,rock
default,2002,"""Wasting My Time""","""default""",TRUE,1,The Orchard,2001,The Orchard,2000,FALSE,26,FALSE,0,0,585,wasting my time,default,TRBNCNL128F145FC80,Rock,269306,269.306,Wasting My Time,default,Rock,rock
shakira,2002,"""Whenever, Wherever""","""shakira""",TRUE,6,Epic,2001-11-13,Epic,2000,TRUE,28,TRUE,5,2.23606797749979,586,whenever wherever,shakira,TRXCEVI128F93161FE,NA,196160,196.16,"Whenever, Wherever",shakira,latin,pop
cam'ron,2002,"""Oh Boy""","[""cam'ron"",""juelz santana""]",TRUE,2,Roc-A-Fella,2002-01-01,Roc-A-Fella,2000,FALSE,30,FALSE,1,1,587,oh boy,camron,TRHRJPF128F42B62C3,Rap,204706,204.706,Oh Boy,cam'ron & juelz santana,Rap,NA
dj sammy,2002,"""Heaven""","[""dj sammy"",""yanou"",""do""]",TRUE,1,Jive,1990-07-17,Jive,2000,TRUE,31,FALSE,0,0,588,heaven,dj sammy,TRKVEIO128F4249D6A,Pop,235000,235,Heaven,dj sammy & yanou & do,Pop,electronic
mario,2002,"""Just a Friend 2002""","""mario""",TRUE,3,J Records,2002-07-22,J Records,2000,FALSE,34,TRUE,2,1.4142135623731,589,just a friend 2002,mario,NA,NA,214200,214.2,Just a Friend 2002,mario,r&b,r&b
n.o.r.e.,2002,"""Nothin'""","""n.o.r.e.""",TRUE,1,Rhino/Elektra,1978,Rhino; Elektra,2000,FALSE,37,FALSE,0,0,590,nothin,nore,TRMDPIN128F428382A,Rock,224866,224.866,Nothin',n.o.r.e.,Rock,rap
tweet,2002,"""Oops (Oh My)""","[""tweet"",""missy elliott""]",TRUE,1,Atlantic Records,2002-04-02,Atlantic Records,2000,TRUE,38,FALSE,0,0,591,oops oh my,tweet,NA,NA,237800,237.8,Oops (Oh My),tweet & missy elliott,NA,pop
