primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label
lil' flip,2004,"""Game Over (Flip)""","""lil' flip""",FALSE,2,Sony Urban/Sucka Free Records/Columbia,2004-03-30,,2000s,FALSE
finger eleven,2004,"""One Thing""","""finger eleven""",TRUE,3,The Bicycle Music Company,2003-01-01,,2000s,FALSE
ll cool j,2004,"""Headsprung""","""ll cool j""",FALSE,7,LL Cool J.,1990-08-27,,2000s,FALSE
youngbloodz,2004,"""Damn!""","[""youngbloodz"",""lil jon""]",FALSE,2,Arista,2003-06-30,,2000s,FALSE
beyoncé,2004,"""Baby Boy""","[""beyoncé"",""sean paul""]",FALSE,23,Columbia,2003-06-24,,2000s,FALSE
lil jon,2004,"""Get Low""","[""lil jon"",""the east side boyz"",""ying yang twins""]",FALSE,4,The Orchard,2002-10-29,,2000s,FALSE
snoop dogg,2004,"""Drop It Like It's Hot""","[""snoop dogg"",""pharrell""]",FALSE,6,Geffen,2004-01-01,,2000s,TRUE
monica,2004,"""U Should've Known Better""","""monica""",FALSE,8,J Records,2003,,2000s,FALSE
ryan cabrera,2004,"""On the Way Down""","""ryan cabrera""",TRUE,2,Atlantic Records,2004-06-08,,2000s,TRUE
kelly clarkson,2004,"""Breakaway""","""kelly clarkson""",FALSE,17,RCA Records Label,2004-01-17,,2000s,FALSE
santana,2004,"""Why Don't You & I""","[""santana"",""alex band or chad kroeger""]",FALSE,9,Arista,2002-09-30,,2000s,FALSE
jet,2004,"""Are You Gonna Be My Girl""","""jet""",TRUE,1,BMG Rights Management (US) LLC,2003-09-14,,2000s,FALSE
five for fighting,2004,"""100 Years""","""five for fighting""",FALSE,2,Aware/Columbia,2003,,2000s,FALSE
r. kelly,2004,"""Step in the Name of Love""","""r. kelly""",FALSE,18,Geffen*,1988-01-01,,2000s,FALSE
linkin park,2004,"""Breaking the Habit""","""linkin park""",FALSE,7,Warner Records,2003-03-25,,2000s,FALSE
nick cannon,2004,"""Gigolo""","[""nick cannon"",""r. kelly""]",TRUE,1,Nick/Jive Records,2003-03-13,,2000s,FALSE
tim mcgraw,2004,"""Live Like You Were Dying""","""tim mcgraw""",FALSE,10,Curb Records,2004-08-17,,2000s,FALSE
alan jackson,2004,"""Remember When""","""alan jackson""",FALSE,4,Arista Nashville,2003-10-09,,2000s,FALSE
britney spears,2004,"""Everytime""","""britney spears""",FALSE,16,Jive,2003-11-13,,2000s,TRUE
lloyd,2004,"""Southside""","[""lloyd"",""ashanti""]",TRUE,3,"I.G. Records, Inc./Universal Records",2004-01-01,,2000s,FALSE
beenie man,2004,"""Dude""","[""beenie man"",""ms. thing""]",TRUE,1,Virgin Records,2004-01-01,,2000s,FALSE
g-unit,2004,"""Wanna Get to Know You""","[""g-unit"",""joe""]",TRUE,1,G-Unit Records,2003-01-01,,2000s,FALSE
chingy,2004,"""Holidae In""","[""chingy"",""ludacris"",""snoop dogg""]",FALSE,5,Capitol Records,2003-01-01,,2000s,FALSE
the black eyed peas,2004,"""Let's Get It Started""","""the black eyed peas""",TRUE,15,A&M,2003-06-24,,2000s,FALSE
kenny chesney,2004,"""When the Sun Goes Down""","[""kenny chesney"",""uncle kracker""]",FALSE,10,BNA Records Label,2004-01-22,,2000s,FALSE
toby keith,2004,"""American Soldier""","""toby keith""",FALSE,7,Open Wide/Monument/Columbia,2002-08-27,,2000s,FALSE
jay-z,2004,"""Change Clothes""","""jay-z""",FALSE,16,Roc Nation / Jay-Z,2003-11-14,,2000s,FALSE
avril lavigne,2004,"""Don't Tell Me""","""avril lavigne""",FALSE,8,Arista,2002-06-04,,2000s,FALSE
keith urban,2004,"""You'll Think of Me""","""keith urban""",TRUE,3,Capitol Nashville,2002-01-01,,2000s,FALSE
r. kelly,2004,"""Happy People""","""r. kelly""",FALSE,18,Legacy Recordings,1987,,2000s,FALSE
the black eyed peas,2004,"""Hey Mama""","""the black eyed peas""",FALSE,15,A&M,2003-06-24,,2000s,FALSE
nelly,2004,"""Over and Over""","[""nelly"",""tim mcgraw""]",FALSE,14,Motown,2002-06-25,,2000s,FALSE
gretchen wilson,2004,"""Redneck Woman""","""gretchen wilson""",TRUE,1,Epic,2004-05-11,,2000s,TRUE
eminem,2004,"""Just Lose It""","""eminem""",FALSE,18,Aftermath,2004-11-12,,2000s,FALSE
john michael montgomery,2004,"""Letters from Home""","""john michael montgomery""",TRUE,1,Atlantic Nashville,1994-01-14,,2000s,FALSE
kenny chesney,2004,"""I Go Back""","""kenny chesney""",FALSE,10,BNA Records Label,2004-01-22,,2000s,FALSE
mariah carey,2005,"""We Belong Together""","""mariah carey""",FALSE,35,Island Records,2005-04-12,,2000s,FALSE
gwen stefani,2005,"""Hollaback Girl""","""gwen stefani""",TRUE,5,Interscope,2004-11-12,,2000s,FALSE
mario,2005,"""Let Me Love You""","""mario""",FALSE,3,J Records,2004-09-21,,2000s,FALSE
kelly clarkson,2005,"""Since U Been Gone""","""kelly clarkson""",FALSE,17,RCA Records Label,2004-01-17,,2000s,FALSE
ciara,2005,"""1, 2 Step""","[""ciara"",""missy elliott""]",FALSE,7,So So Def,2004-09-27,,2000s,FALSE
kanye west,2005,"""Gold Digger""","[""kanye west"",""jamie foxx""]",FALSE,13,Roc-A-Fella,2005-08-30,,2000s,FALSE
green day,2005,"""Boulevard of Broken Dreams""","""green day""",TRUE,4,Reprise,2004,,2000s,FALSE
50 cent,2005,"""Candy Shop""","[""50 cent"",""olivia""]",FALSE,9,Shady Records,2003-02-06,,2000s,FALSE
the pussycat dolls,2005,"""Don't Cha""","[""the pussycat dolls"",""busta rhymes""]",TRUE,1,Pussycat Dolls,2005-01-01,,2000s,FALSE
kelly clarkson,2005,"""Behind These Hazel Eyes""","""kelly clarkson""",FALSE,17,RCA Records Label,2004-01-17,,2000s,FALSE
50 cent,2005,"""Disco Inferno""","""50 cent""",FALSE,9,Aftermath/Shady,2005-03-03,,2000s,FALSE
lifehouse,2005,"""You and Me""","""lifehouse""",FALSE,4,Geffen,2005-03-22,,2000s,TRUE
the black eyed peas,2005,"""Don't Phunk with My Heart""","""the black eyed peas""",FALSE,15,Interscope,1998,,2000s,FALSE
missy elliott,2005,"""Lose Control""","[""missy elliott"",""ciara"",""fatman scoop""]",FALSE,8,Atlantic Records/ATG,2005-07-04,,2000s,TRUE
mariah carey,2005,"""Shake It Off""","""mariah carey""",FALSE,35,Island Records,2005-04-12,,2000s,FALSE
the killers,2005,"""Mr. Brightside""","""the killers""",TRUE,1,Island Records,2004,,2000s,FALSE
50 cent,2005,"""Just a Lil Bit""","""50 cent""",FALSE,9,Aftermath/Shady,2005-03-03,,2000s,FALSE
rihanna,2005,"""Pon de Replay""","""rihanna""",TRUE,33,Def Jam Recordings,2005-08-29,,2000s,TRUE
the game,2005,"""How We Do""","[""the game"",""50 cent""]",TRUE,3,Geffen,2004-01-01,,2000s,TRUE
weezer,2005,"""Beverly Hills""","""weezer""",TRUE,1,Geffen,2001-05-15,,2000s,TRUE
ciara,2005,"""Oh""","[""ciara"",""ludacris""]",FALSE,7,So So Def,2004-09-27,,2000s,FALSE
rob thomas,2005,"""Lonely No More""","""rob thomas""",TRUE,2,Melisma/Atlantic Records,2005-04-05,,2000s,TRUE
snoop dogg,2005,"""Drop It Like It's Hot""","[""snoop dogg"",""pharrell""]",FALSE,6,Geffen,2004-01-01,,2000s,TRUE
the game,2005,"""Hate It or Love It""","[""the game"",""50 cent""]",FALSE,3,Geffen,2005,,2000s,TRUE
lil jon,2005,"""Lovers & Friends""","[""lil jon"",""the east side boyz"",""usher"",""ludacris""]",FALSE,4,The Orchard,2004-11-16,,2000s,FALSE
destiny's child,2005,"""Soldier""","[""destiny's child"",""t.i."",""lil wayne""]",FALSE,12,Columbia,1999-07-27,,2000s,FALSE
kelly clarkson,2005,"""Breakaway""","""kelly clarkson""",FALSE,17,RCA Records Label,2004-01-17,,2000s,FALSE
will smith,2005,"""Switch""","""will smith""",FALSE,4,Overbrook/Interscope,2005-01-01,,2000s,FALSE
bow wow,2005,"""Let Me Hold You""","[""bow wow"",""omarion""]",TRUE,4,Sony Urban Music/Columbia,2005,,2000s,FALSE
bow wow,2005,"""Like You""","[""bow wow"",""ciara""]",FALSE,4,Sony Urban Music/Columbia,2005,,2000s,FALSE
gwen stefani,2005,"""Rich Girl""","[""gwen stefani"",""eve""]",FALSE,5,Interscope,2004-11-12,,2000s,FALSE
the black eyed peas,2005,"""My Humps""","""the black eyed peas""",FALSE,15,A&M,2003-06-24,,2000s,FALSE
frankie j,2005,"""Obsession (No Es Amor)""","[""frankie j"",""baby bash""]",FALSE,2,Columbia,2003,,2000s,FALSE
usher,2005,"""Caught Up""","""usher""",FALSE,25,LaFace Records,2004-03-23,,2000s,FALSE
dht,2005,"""Listen to Your Heart""","[""dht"",""edmee""]",TRUE,1,Robbins Entertainment LLC,2005-07-19,,2000s,FALSE
papa roach,2005,"""Scars""","""papa roach""",TRUE,1,Geffen,2004-01-01,,2000s,TRUE
gorillaz,2005,"""Feel Good Inc.""","""gorillaz""",TRUE,2,Parlophone UK,2005-05-23,,2000s,FALSE
3 doors down,2005,"""Let Me Go""","""3 doors down""",FALSE,8,Universal Records,2000,,2000s,FALSE
green day,2005,"""Holiday""","""green day""",FALSE,4,Reprise,2004-09-21,,2000s,FALSE
fall out boy,2005,"""Sugar, We're Goin Down""","""fall out boy""",TRUE,8,Jive/Legacy,1994-11-08,,2000s,TRUE
pretty ricky,2005,"""Grind with Me""","""pretty ricky""",TRUE,3,Atlantic Records,2005-05-17,,2000s,TRUE
chris brown,2005,"""Run It!""","[""chris brown"",""juelz santana""]",TRUE,24,Jive,2005,,2000s,TRUE
nickelback,2005,"""Photograph""","""nickelback""",FALSE,11,Rhino Atlantic,2005,,2000s,FALSE
akon,2005,"""Lonely""","""akon""",FALSE,8,SRC Records,2005-01-01,,2000s,FALSE
howie day,2005,"""Collide""","""howie day""",TRUE,1,Select Records,1991-05-10,,2000s,FALSE
green day,2005,"""Wake Me Up When September Ends""","""green day""",FALSE,4,Reprise,2004-09-21,,2000s,FALSE
bobby valentino,2005,"""Slow Down""","""bobby valentino""",TRUE,1,"Disturbing Tha Peace Recordings, Inc.",2005-01-01,,2000s,FALSE
nelly,2005,"""Over and Over""","[""nelly"",""tim mcgraw""]",FALSE,14,Motown,2002-06-25,,2000s,FALSE
trillville,2005,"""Some Cut""","[""trillville"",""cutty""]",TRUE,1,Warner Records,2004-02-24,,2000s,FALSE
fat joe,2005,"""Get It Poppin'""","[""fat joe"",""nelly""]",FALSE,5,LOUD Records,1998-04-28,,2000s,FALSE
david banner,2005,"""Play""","""david banner""",TRUE,2,Universal Records,2003-05-20,,2000s,FALSE
young jeezy,2005,"""Soul Survivor""","[""young jeezy"",""akon""]",TRUE,4,Def Jam Recordings,2005,,2000s,TRUE
ludacris,2005,"""Pimpin' All Over the World""","[""ludacris"",""bobby valentino""]",FALSE,14,Def Jam Recordings,2004-01-01,,2000s,TRUE
usher,2005,"""My Boo""","[""usher"",""alicia keys""]",FALSE,25,LaFace Records,2004-03-23,,2000s,FALSE
trick daddy,2005,"""Sugar (Gimme Some)""","[""trick daddy"",""ludacris"",""lil' kim"",""cee lo green""]",FALSE,2,Atlantic/Slip N' Slide,1999-03-30,,2000s,FALSE
alicia keys,2005,"""Karma""","""alicia keys""",FALSE,12,J Records,2003-12-02,,2000s,FALSE
coldplay,2005,"""Speed of Sound""","""coldplay""",FALSE,8,Virgin Records,1995,,2000s,FALSE
gavin degraw,2005,"""I Don't Want to Be""","""gavin degraw""",TRUE,4,J Records,2003-07-21,,2000s,FALSE
eminem,2005,"""Mockingbird""","""eminem""",FALSE,18,Aftermath,2004-11-12,,2000s,FALSE
shakira,2005,"""La Tortura""","[""shakira"",""alejandro sanz""]",FALSE,6,Epic,2005-06-03,,2000s,TRUE
maroon 5,2005,"""She Will Be Loved""","""maroon 5""",FALSE,25,Interscope Records*,2002,,2000s,FALSE
baby bash,2005,"""Baby I'm Back""","[""baby bash"",""akon""]",FALSE,5,Universal Records,2004-01-01,,2000s,FALSE
ying yang twins,2005,"""Wait (The Whisper Song)""","""ying yang twins""",FALSE,2,Virgin Records,2005-01-01,,2000s,FALSE
backstreet boys,2005,"""Incomplete""","""backstreet boys""",FALSE,7,Columbia,1983-08-08,,2000s,FALSE
t.i.,2005,"""Bring Em Out""","""t.i.""",TRUE,11,American Recordings Catalog P&D,1994-01-01,,2000s,FALSE
destiny's child,2005,"""Cater 2 U""","""destiny's child""",FALSE,12,Sony Urban Music/Columbia,2004-11-16,,2000s,FALSE
amerie,2005,"""1 Thing""","""amerie""",TRUE,1,Richcraft/Sony Urban Music/Columbia,2005,,2000s,FALSE
foo fighters,2005,"""Best of You""","""foo fighters""",TRUE,1,RCA Records Label,2005-06-14,,2000s,FALSE
mariah carey,2005,"""It's Like That""","[""mariah carey"",""jermaine dupri"",""fatman scoop""]",FALSE,35,Geffen*,1988-01-01,,2000s,FALSE
natalie,2005,"""Goin' Crazy""","""natalie""",TRUE,1,Upstairs Records,2004,,2000s,FALSE
carrie underwood,2005,"""Inside Your Heaven""","""carrie underwood""",TRUE,6,Arista,2005-11-14,,2000s,FALSE
kelly clarkson,2005,"""Because of You""","""kelly clarkson""",FALSE,17,RCA Records Label,2004-01-17,,2000s,FALSE
fantasia,2005,"""Truth Is""","""fantasia""",TRUE,1,J Records,2004-11-22,,2000s,FALSE
pretty ricky,2005,"""Your Body""","""pretty ricky""",FALSE,3,Atlantic Records,2005-05-17,,2000s,TRUE
jesse mccartney,2005,"""Beautiful Soul""","""jesse mccartney""",TRUE,3,Maverick,2002-06-04,,2000s,FALSE
gwen stefani,2005,"""Cool""","""gwen stefani""",FALSE,5,Interscope,2004-11-12,,2000s,FALSE
ludacris,2005,"""Get Back""","""ludacris""",FALSE,14,RAL (Rush Associated Label),2001-01-01,,2000s,FALSE
50 cent,2005,"""Outta Control""","[""50 cent"",""mobb deep""]",FALSE,9,Aftermath,2005-01-01,,2000s,FALSE
t.i.,2005,"""U Don't Know Me""","""t.i.""",FALSE,11,"Grand Hustle, LLC",2004-11-28,,2000s,FALSE
natasha bedingfield,2005,"""These Words""","""natasha bedingfield""",TRUE,4,Sony Music CG,2004-08-30,,2000s,FALSE
the black eyed peas,2005,"""Don't Lie""","""the black eyed peas""",FALSE,15,Blue Note Records,2002-01-01,,2000s,FALSE
jennifer lopez,2005,"""Get Right""","""jennifer lopez""",FALSE,11,Epic,2005-03-01,,2000s,TRUE
john mayer,2005,"""Daughters""","""john mayer""",FALSE,6,Aware/Columbia,2003-09-09,,2000s,FALSE
toby keith,2005,"""As Good as I Once Was""","""toby keith""",FALSE,7,DreamWorks Nashville,2005-01-01,,2000s,FALSE
brooke valentine,2005,"""Girlfight""","[""brooke valentine"",""lil jon"",""big boi""]",TRUE,1,Virgin Records,2004-01-01,,2000s,FALSE
destiny's child,2005,"""Lose My Breath""","""destiny's child""",FALSE,12,Columbia,1999-07-27,,2000s,FALSE
john legend,2005,"""Ordinary People""","""john legend""",TRUE,3,Getting Out Our Dreams/Sony Urban Music/Columbia,2005-12-06,,2000s,FALSE
sean paul,2005,"""We Be Burnin'""","""sean paul""",FALSE,8,VP Records,2005-09-27,,2000s,FALSE
the click five,2005,"""Just the Girl""","""the click five""",TRUE,1,RCA Records Label,1998-06-09,,2000s,FALSE
ryan cabrera,2005,"""True""","""ryan cabrera""",FALSE,2,Atlantic Records,2004-06-08,,2000s,TRUE
omarion,2005,"""O""","""omarion""",TRUE,3,Sony Urban Music/Columbia,2005,,2000s,FALSE
mike jones,2005,"""Back Then""","""mike jones""",TRUE,1,Warner Records,2005-04-19,,2000s,FALSE
jay-z,2005,"""Numb/Encore""","[""jay-z"",""linkin park""]",FALSE,16,Warner Records/Roc-A-Fella,2004,,2000s,FALSE
ja rule,2005,"""Wonderful""","[""ja rule"",""r. kelly"",""ashanti""]",FALSE,7,Def Jam Recordings,2001-10-02,,2000s,TRUE
t-pain,2005,"""I'm Sprung""","""t-pain""",TRUE,7,Jive/Legacy,2005-12-06,,2000s,TRUE
gavin degraw,2005,"""Chariot""","""gavin degraw""",FALSE,4,J Records,2003-07-21,,2000s,FALSE
112,2005,"""U Already Know""","[""112"",""foxy brown""]",FALSE,6,RAL (Rush Associated Label),2005-01-01,,2000s,FALSE
faith hill,2005,"""Mississippi Girl""","""faith hill""",FALSE,6,Curb Records,1984-01-10,,2000s,FALSE
ludacris,2005,"""Number One Spot""","""ludacris""",FALSE,14,RAL (Rush Associated Label),2001-01-01,,2000s,FALSE
webbie,2005,"""Give Me That""","[""webbie"",""bun b""]",TRUE,2,Trill Entertainment exclusively licensed to Santa Anna Label Group,2005-05-17,,2000s,FALSE
daniel powter,2006,"""Bad Day""","""daniel powter""",TRUE,1,Warner Records,2005-02-22,,2000s,FALSE
sean paul,2006,"""Temperature""","""sean paul""",FALSE,8,VP Records,2005-09-27,,2000s,FALSE
nelly furtado,2006,"""Promiscuous""","[""nelly furtado"",""timbaland""]",FALSE,5,Mosley / Geffen,2006-01-01,,2000s,TRUE
james blunt,2006,"""You're Beautiful""","""james blunt""",TRUE,1,Custard/Atlantic,2005-08-08,,2000s,FALSE
shakira,2006,"""Hips Don't Lie""","[""shakira"",""wyclef jean""]",FALSE,6,Epic,2005-11-28,,2000s,TRUE
natasha bedingfield,2006,"""Unwritten""","""natasha bedingfield""",FALSE,4,Sony Music CG,2004-08-30,,2000s,FALSE
gnarls barkley,2006,"""Crazy""","""gnarls barkley""",TRUE,1,Downtown/Atlantic,2006-05-02,,2000s,FALSE
chamillionaire,2006,"""Ridin'""","[""chamillionaire"",""krayzie bone""]",TRUE,1,Universal/Chamillitary,2005-01-01,,2000s,FALSE
justin timberlake,2006,"""SexyBack""","[""justin timberlake"",""timbaland""]",FALSE,16,Jive,2006-09-12,,2000s,TRUE
beyoncé,2006,"""Check on It""","[""beyoncé"",""slim thug"",""bun b""]",FALSE,23,Sony Urban Music/Columbia,2006-09-04,,2000s,FALSE
mary j. blige,2006,"""Be Without You""","""mary j. blige""",FALSE,9,Uptown,1994-01-01,,2000s,FALSE
nelly,2006,"""Grillz""","[""nelly"",""paul wall"",""ali"",""gipp""]",FALSE,14,Motown,2000-06-27,,2000s,FALSE
the fray,2006,"""Over My Head (Cable Car)""","""the fray""",TRUE,5,Epic,2005-09-13,,2000s,TRUE
cassie,2006,"""Me & U""","""cassie""",TRUE,1,Rhino Atlantic,2006,,2000s,FALSE
pussycat dolls,2006,"""Buttons""","[""pussycat dolls"",""snoop dogg""]",TRUE,5,Pussycat Dolls,2005-01-01,,2000s,FALSE
chris brown,2006,"""Run It!""","[""chris brown"",""juelz santana""]",FALSE,24,Jive,2005,,2000s,TRUE
ne-yo,2006,"""So Sick""","""ne-yo""",TRUE,11,Def Soul,2006-01-01,,2000s,FALSE
yung joc,2006,"""It's Goin' Down""","[""yung joc"",""nitti""]",TRUE,2,Bad Boy Records,2006-06-06,,2000s,FALSE
rihanna,2006,"""SOS""","""rihanna""",FALSE,33,Def Jam Recordings,2006-02-14,,2000s,TRUE
panic! at the disco,2006,"""I Write Sins Not Tragedies""","""panic! at the disco""",TRUE,3,Decaydance Records / Fueled By Ramen,2005-09-27,,2000s,FALSE
the all-american rejects,2006,"""Move Along""","""the all-american rejects""",TRUE,4,Interscope,2005-01-01,,2000s,FALSE
fergie,2006,"""London Bridge""","""fergie""",TRUE,6,Geffen*,2005-01-01,,2000s,FALSE
red hot chili peppers,2006,"""Dani California""","""red hot chili peppers""",FALSE,5,Warner Records,1999-06-08,,2000s,FALSE
lil jon,2006,"""Snap Yo Fingers""","[""lil jon"",""e-40"",""sean paul""]",FALSE,4,BME Recordings,2000-08-15,,2000s,FALSE
dem franchize boyz,2006,"""Lean wit It, Rock wit It""","[""dem franchize boyz"",""peanut"",""charlay""]",TRUE,2,Virgin Records,2006-01-01,,2000s,FALSE
rascal flatts,2006,"""What Hurts the Most""","""rascal flatts""",TRUE,2,Lyric Street,2006-01-01,,2000s,FALSE
the fray,2006,"""How to Save a Life""","""the fray""",FALSE,5,Epic,2005-09-13,,2000s,TRUE
rihanna,2006,"""Unfaithful""","""rihanna""",FALSE,33,Def Jam Recordings,2006-04-10,,2000s,TRUE
snow patrol,2006,"""Chasing Cars""","""snow patrol""",TRUE,2,Polydor Records,2006-01-01,,2000s,FALSE
hinder,2006,"""Lips of an Angel""","""hinder""",TRUE,3,Universal Records,2005,,2000s,FALSE
cascada,2006,"""Everytime We Touch""","""cascada""",TRUE,1,Zoo Digital,2010-02-12,,2000s,FALSE
christina aguilera,2006,"""Ain't No Other Man""","""christina aguilera""",FALSE,9,Rhino/Warner Records,1983,,2000s,FALSE
fall out boy,2006,"""Dance, Dance""","""fall out boy""",FALSE,8,Jive,2005,,2000s,TRUE
kanye west,2006,"""Gold Digger""","[""kanye west"",""jamie foxx""]",FALSE,13,Roc-A-Fella,2005-08-30,,2000s,FALSE
ludacris,2006,"""Money Maker""","[""ludacris"",""pharrell""]",FALSE,14,Def Jam Recordings,2004-01-01,,2000s,TRUE
bubba sparxxx,2006,"""Ms. New Booty""","[""bubba sparxxx"",""ying yang twins""]",TRUE,1,Virgin Records,2005-01-01,,2000s,FALSE
sean paul,2006,"""(When You Gonna) Give It Up to Me""","[""sean paul"",""keyshia cole""]",FALSE,8,VP Records,2005-09-27,,2000s,FALSE
nickelback,2006,"""Photograph""","""nickelback""",FALSE,11,Rhino Atlantic,2005,,2000s,FALSE
kelly clarkson,2006,"""Because of You""","""kelly clarkson""",FALSE,17,RCA Records Label,2004-01-17,,2000s,FALSE
pussycat dolls,2006,"""Stickwitu""","""pussycat dolls""",FALSE,5,Pussycat Dolls,2005-01-01,,2000s,FALSE
t-pain,2006,"""I'm 'n Luv (wit a Stripper)""","[""t-pain"",""mike jones""]",FALSE,7,Jive/Legacy,2005-12-06,,2000s,TRUE
the black eyed peas,2006,"""My Humps""","""the black eyed peas""",FALSE,15,A&M,2003-06-24,,2000s,FALSE
fort minor,2006,"""Where'd You Go""","[""fort minor"",""holly brook"",""jonah matranga""]",TRUE,1,Machine Shop/Warner Records,2005,,2000s,FALSE
chris brown,2006,"""Yo (Excuse Me Miss)""","""chris brown""",FALSE,24,Babygrande Records,2004-08-10,,2000s,FALSE
kelly clarkson,2006,"""Walk Away""","""kelly clarkson""",FALSE,17,RCA Records Label,2004-01-17,,2000s,FALSE
d4l,2006,"""Laffy Taffy""","""d4l""",TRUE,1,Atlantic Records/Asylum,2005-11-08,,2000s,TRUE
t.i.,2006,"""What You Know""","""t.i.""",FALSE,11,Reprise,2004-06-08,,2000s,FALSE
the all-american rejects,2006,"""Dirty Little Secret""","""the all-american rejects""",FALSE,4,Frank Zappa Catalog,1984-12-21,,2000s,FALSE
nickelback,2006,"""Savin' Me""","""nickelback""",FALSE,11,Rhino Atlantic,2005,,2000s,FALSE
mariah carey,2006,"""Don't Forget About Us""","""mariah carey""",FALSE,35,Yab Yum Records/550 Music,1997-09-16,,2000s,FALSE
ne-yo,2006,"""Sexy Love""","""ne-yo""",FALSE,11,Def Soul,2006-01-01,,2000s,FALSE
e-40,2006,"""U and Dat""","[""e-40"",""t-pain"",""kandi girl""]",TRUE,1,Reprise,2006-03-14,,2000s,FALSE
nickelback,2006,"""Far Away""","""nickelback""",FALSE,11,Rhino Atlantic,2005,,2000s,FALSE
nick lachey,2006,"""What's Left of Me""","""nick lachey""",TRUE,1,Jive,2006-01-01,,2000s,TRUE
field mob,2006,"""So What""","[""field mob"",""ciara""]",FALSE,2,DTP/Geffen,2006-01-01,,2000s,TRUE
cherish,2006,"""Do It to It""","[""cherish"",""sean paul of the youngbloodz""]",TRUE,1,Capitol Records,2006-01-01,,2000s,FALSE
kt tunstall,2006,"""Black Horse and the Cherry Tree""","""kt tunstall""",TRUE,1,Relentless/Virgin,2005-01-01,,2000s,FALSE
juelz santana,2006,"""There It Go (The Whistle Song)""","""juelz santana""",TRUE,1,Diplomatic Man/ Def Jam,2005-01-01,,2000s,FALSE
young dro,2006,"""Shoulder Lean""","[""young dro"",""t.i.""]",TRUE,1,Grand Hustle/Atlantic,2006-08-28,,2000s,FALSE
jamie foxx,2006,"""Unpredictable""","[""jamie foxx"",""ludacris""]",TRUE,2,J Records,2005-12-20,,2000s,FALSE
justin timberlake,2006,"""My Love""","[""justin timberlake"",""t.i.""]",FALSE,16,Jive,2006-09-13,,2000s,TRUE
eminem,2006,"""Shake That""","[""eminem"",""nate dogg""]",FALSE,18,Aftermath,2005-12-06,,2000s,FALSE
chingy,2006,"""Pullin' Me Back""","[""chingy"",""tyrese""]",FALSE,5,Capitol Records,2006-01-01,,2000s,FALSE
kelis,2006,"""Bossy""","[""kelis"",""too short""]",FALSE,2,LaFace Records,2006-08-22,,2000s,FALSE
